Conversation Id,Last Skill,Agent Name,Messages,GPT output,Call,Understanding,Good_Grammer,Work_Etiq,Topics,Initial Emotional State,Final Emotional State,NPS Score
CHb780b170a868457eb3e693ae9f9c78a0,GPT_Doctors,BOT,"Consumer: Good morning dr. What medicine for dizzy
Bot: Hello, I am Doctor Mia.

Can you please tell me more about your dizziness? When did it start?
Bot: Can you describe what the dizziness feels like? Is it like spinning, lightheadedness, or something else?
Consumer: Yesterday im very dizzy and vomitting
Bot: Can you tell me how much the dizziness and vomiting are affecting you? Are they a little, medium, or a lot?
Consumer: My back head  hurts, if i lie down im dizzy
Bot: Please send me a picture of your head so you can show me the exact region of the pain.
Consumer: Sorry i can't type good now im too much dizzy
Bot: I am sorry to hear you are feeling so dizzy. Are you experiencing any other symptoms besides dizziness, vomiting, and back head pain?
Consumer: All my head feel dizzy
Consumer: No
Consumer: I feel weak
Bot: Do you have any chronic conditions or allergies?
Consumer: No
Bot: Based on these symptoms, a clinic visit is not required at this time. You can take Panadol 500 mg tablets. Take one tablet every 6 hours as needed for your headache and weakness.

Here is some lifestyle advice:
*   Rest in a quiet, dark room.
*   Drink plenty of water and clear liquids to stay hydrated.
*   Avoid sudden movements.
*   Eat small, bland meals if you feel like eating.
*   Avoid bright lights and loud noises.

You should start to feel better within a few days.
Consumer: What kind panadol
Bot: You should take Panadol 500 mg tablets.","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,4,4.75,5,[OTC Medication Advice],Frustrated,Neutral,4
CHb780b170a868457eb3e693ae9f9c78a0,GPT_Doctors,Mohammad Barakat,"Agent: I apologise for the confusion, Panadol Extra is good for your case, you should also take Hyposec 20mg one tablet before meals fore the vomiting.
Consumer: Tnxz
Consumer: But i order panadol for migraine
Consumer: I ordered panadol migraine
Agent: That works as well, I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:
Consumer: Now im vomitting again,hyposec like imodium
Consumer: Because i can't find hyposec
Agent: You can use imodium as well but it's better to take Hyposec, if you can't find it just ask the pharmacist for Omeprazole 20mg.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,3,4.5,5,[OTC Medication Advice],Neutral,Neutral,4
CH6d65f41ef0a5488ebb618669aa73f2ad,GPT_Doctors,BOT,"Consumer: Hello ma'am good morning I have something to ask if my insurance I can use of hospital
Bot: We hope you get well soon :blush:. 
Remember, we're always here for you :heart:️:heart:️.
Please always let us know if you need any medical assistance.
Bot: Dear SHIRLEY,
how was your experience with the doctor who assisted you today?
Consumer: I'm going to ospital now ma'am to check up..
Bot: I understand you are at the hospital now for a check-up. Do you need any help with your insurance while you are there?
Consumer: Ok ma'am I'll update u if Im go there now
Bot: Please let me know if you need any help.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,3,4.5,5,[Insurance Inquiries],Neutral,Neutral,4
CH6d65f41ef0a5488ebb618669aa73f2ad,GPT_Doctors,Mohammad Barakat,"Agent: Hello, this is doctor Mia, kindly note that insurance require a referral letter or for the case to be an emergency so you can visit a hospital.
Agent: Can you please tell me more about your situation?
Consumer: No need maam they check only my blood pressure :blush:
Agent: Did you go to the hospital?","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.5,3,[Insurance Inquiries],Neutral,Neutral,4
CH7c99033f26244985a1f4fbc0e1087159,GPT_Doctors,BOT,"System: Hello! :blush: I'm checking in to see how you're feeling today. How are you doing?
Consumer: Am ok darling and you
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.
Consumer: OK dear
Bot: I am glad I could help you today. Please feel free to reach out if you need anything else.
Consumer: Alright :+1:
Bot: I am glad I could help you today. Please feel free to reach out if you need anything else.
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,0,4.5,5,[Others],Neutral,Happy,5
CH9372e84dfc5d46dc9de26ab32ab66853,GPT_Doctors,BOT,"Consumer: Hello good  morning  I'm grace currently working in at Abu  Dhabi  and I'm not feeling well
Bot: Hello, I am Doctor Mia. How are you feeling?
Consumer: I'm  having  a lower abdominal  pain..... and a lower back pain  that never go away
Bot: I am sorry to hear you are experiencing lower abdominal pain and lower back pain. When did this pain start?
Consumer: For the abdomen  it comes and goes but for  the back  has been  for sometym now
Bot: Can you describe the type of abdominal pain you are having? Is it a soft pain, a beating pain, or a cutting pain?
Consumer: Cutting  pain
Bot: Is the cutting pain in your abdomen a little, medium, or a lot?
Consumer: And sometimes  beating pain
Consumer: Alot
Bot: Please send me a picture of your stomach and tell me the region number where you feel the pain.
Consumer: 
Bot: Please tell me the region number where you feel the pain in your stomach.
Bot: 
Consumer: 7,8,9
Bot: You mentioned you sometimes have a beating pain. How long does this beating pain last when it comes?
Consumer: 6 to 12hrs
Bot: Does anything make the pain better or worse?
Consumer: No
Bot: Do you have any other symptoms besides abdominal and back pain?
Consumer: No
Bot: Do you have any chronic conditions or allergies?
Consumer: No
Bot: Please share your location with me in the format of street, apartment, and city so I can help you find the nearest clinics.
Consumer: ","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Frustrated"",
  ""NPS_score"": 1
}",No,5,4.75,5,"[Clinic Recommendation, Insurance Inquiries]",Frustrated,Frustrated,1
CH9372e84dfc5d46dc9de26ab32ab66853,GPT_Doctors,Mohammad Barakat,"Agent: * For your abdominal pain, you can take Buscopan 10mg, one tablet every 8 hours, as needed. This medication helps to relax the muscles in your stomach and relieve spasms, which can cause pain.
* Avoid foods that might irritate your stomach, such as spicy or greasy foods.
* Eat smaller, more frequent meals throughout the day instead of three large ones.
* Drink plenty of fluids, such as water or herbal tea.
* Apply a warm pad or take a warm bath to help relax your stomach muscles.

The medicine might take some time to work. You should start feeling better in about 2 days. Let me know if you don't feel better by then so I can send you to a clinic.
Consumer: Last tym  u booked me Adam and eves clinic and  they  sent  me for a utra sound  scan by which  they found i had polycyst and ovarian  cyst  of which I can't  tell whether  the diagnosis  still exists  or no
Agent: When exactly was that?
Consumer: Kindly  send  me to a clinic  for further  check  up coz my back pain  is not  good  I can't  bend  coz  standings  is a problem  I can't  bear  the pain
Consumer: Let me check
Consumer: 
Agent: Please go to Adam&Eve clinic again, Your Insurance Card Number is H6MH-N33F-LFLM-2LED. Your insurance is provided by NAS and managed by Orient. Please ensure you always carry your Emirates ID with you.

Your policy covers 80% of clinic visits and 70% of pharmaceutical costs. We recommend bringing at least 100 AED when visiting the clinic
Consumer: Kindly  search  for  me there contact for  appointment  coz i lost it
Consumer: Will I need appointment  or it's  just  a walk inn
Agent: For a general practitioner you  will not need an appointment, the gp will refer you to a specialist if neeeded.","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,4,4.75,5,"[Clinic Recommendation, Insurance Inquiries]",Frustrated,Neutral,4
CH5620f67cb94246be8efce914abd8d33a,GPT_Doctors,BOT,"Consumer: Good morning
Bot: Hello, how can I assist you today? :blush:
Consumer: My maid for the last 2 days she has pain in troath
Bot: Hello, I am Doctor Mia. To ensure the most accurate assessment and provide the best advice, please have your maid contact us directly to discuss her symptoms. This will allow us to speak with her directly about her condition.
Consumer: I don’t know if she can
Bot: It is important for your maid to speak with us directly so we can understand her symptoms accurately and provide the best medical guidance.
Consumer: She need someone from her language
Bot: Please have your maid contact us directly at https://wa.me/971506715943 so we can speak with her in her preferred language and understand her symptoms accurately.
Consumer: Wich number to call
Bot: Please have your maid contact us directly through this link: https://wa.me/971506715943. This will allow us to speak with her directly about her symptoms in her preferred language.
Consumer: Ok
Bot: Thank you for your understanding. Please let us know if you have any other questions.
Consumer: No ok thanks
Bot: Thank you for reaching out. We are here to help if you need anything else. :blush:
Bot: We hope your maid is feeling okay! We care about her and want to help. If you need anything or if it’s urgent, please tell us. We’re here for you.
Bot: I hope I was able to assist you today. If you have any further concerns or your maid ever feels unwell, don’t hesitate to reach out. I'm always here to help! :relaxed:️","{
  ""Initial Emotional State"": ""Neutral"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.75,5,[Clinic Recommendation],Neutral,Neutral,4
CHf474050b542548fc9e265089c0b7cf8a,GPT_Doctors,BOT,"Consumer: hello good morning
Bot: Hello, I am Doctor Mia.
Bot: How are you feeling today?
Consumer: I m kopila, I want to go doctor  to check  my neck and hand joints  pain plz
Bot: I understand you are experiencing pain in your neck and hand joints. When did this pain start?
Consumer: it's now May be 4-5 days but today too pain
Bot: How would you describe the pain you are feeling in your neck and hand joints? Is it a soft pain, a beating pain, or a cutting pain?
Consumer: give me the checking place all r there plz
Bot: I understand you are looking for places to get checked. To help you best, I need to understand more about your symptoms. Can you please tell me if anything makes your neck and hand joint pain better or worse?
Consumer: nothing cut plz
Bot: Here are the nearest covered Clinics to you:
(1) Houston Medical Clinic (Al Barsha) - Dubai
Address: https://www.google.com/maps?q=25.116645,55.205853
Telephone: 97143850603


(2) Al Shifa Al Khaleeji Medical Centre LLC Branch - Dubai
Address: https://www.google.com/maps?q=24.998111,55.1727006
Telephone: 97148800920


(3) G S M MEDICAL CENTRE (AL SATWA) DUBAI
Address: https://www.google.com/maps?q=25.0041191,55.1522054
Telephone: 97148831002
Consumer: thank you so much
Bot: You are welcome! :blush:
Consumer: sorry doctor in this clinic  I  m not going last time from  here  doing nothing plz give other clinic
Bot: Please find more clinic options at this link: https://maids.page.link/ytgz5ZuV98xFnv649.
Consumer: okay thank you so much
Bot: You are welcome! :blush:
Bot: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:

:muscle: Stay Safe While You Work
Protect your body when working. Bend your knees (not your back) when lifting heavy things. Use both hands to carry items. Stand up straight to avoid pain or injury.","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Neutral"",
  ""NPS_score"": 4
}",No,5,4.75,5,[Clinic Recommendation],Frustrated,Neutral,4
CHd965264986ee477c995f6b73118fc0bc,GPT_Doctors,BOT,"Consumer: Hello gd mng
Bot: Welcome to maids.cc, 4.8/5 Google Reviews from more than 9,000 clients :blush:

May I ask if you are a UAE/GCC national or an Expat?
Consumer: Ineed to know about my insurance
Bot: To better assist you, may I know if you're a UAE/GCC National or an Expat?
Consumer: Yes Iam
Bot: To better assist you, may I know if you're a UAE/GCC National or an Expat?
Consumer: What do you mean by National or expat
Bot: May I ask if you’re looking to hire a maid or get a visa for your maid?
Consumer: No am a maid cc member, you did my visa but Idont know about my insurance and am sick Ineed to go to the doctor immediately
Bot: Welcome to maids.cc 4.8/5 Google reviews:blush:, this is Sally. 

For a new 2-year visa there is a one-time fee of *AED 8,500,* and *AED 160/month.*

*Price includes:* 
• Emirates ID & medical. 
• *WPS* ATM card & *Payroll*.  
• *Real-time notifications* of your maid's visa status and 24/7 client support. 
• *We* are responsible for any end-of-service dues. 
• *Any PRO services,* including embassy paperwork required for your maid to travel with you, failed medicals, help in ban lifting...

*No need to make multiple visits* to offices and gov. agencies, nor provide us with 24 cheques, Ejari, salary & marriage attestations. *No legal liability* and *no deposit.* 

Do it now on WhatsApp in 5 minutes and receive the visa in just *15 days.*
Bot: Would you like to get this done now?
Consumer: Try to listen carefully to the people I told you you did my visa already
Consumer: This is it
Consumer: 
Consumer: So Ineed to know which clinics to go to if am sick
Bot: Hello, I am Doctor Mia. I understand your maid needs to know which clinics to go to. To help your maid best, I need to understand her symptoms first. Please have your maid reach out to us directly to discuss her symptoms, as this allows for the most accurate and direct symptom assessment.
Consumer: How can I reach to you directly Ineed to know the clinics then ican go to doctor","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Frustrated"",
  ""NPS_score"": 1
}",No,0,4,3,"[Insurance Inquiries, Clinic Recommendation]",Frustrated,Frustrated,1
CHd965264986ee477c995f6b73118fc0bc,Doctor,Mohammad Barakat,"Agent: You can explain your symptoms to me here, and I can assist you!
Agent: Please send me a picture of the other side of the Eid card.
Consumer: Chest pain and lower abdominal pain in stomach
Agent: When did this start? And have you tried taking any medicine for it?
Consumer: Ihave
Consumer: Ihave tried several capsules but looks like am not improving
Agent: Can you please show me its name?
Consumer: Do ihave insurance or no
Consumer: Seems your not helping at all
Agent: You do have an insurance, however I need to make sure you're okay and know more details so I can help.
Consumer: But ihave used more of them so ican not remember them
Consumer: Rather it has taken some time
Agent: Please send me a picture of your Eid.
Consumer: 
Consumer: 
Agent: You can visit this clinic:
Clinic Name: Paradise Plus Poly Clinic
Location: https://maps.app.goo.gl/KCnjWejyLKZwU2wdA
Phone Number: +971509400520

 Your Insurance Card Number is NNH6-N33F-LFLN-3LED. Your insurance is provided by NAS and managed by Orient. Please ensure you always carry your Emirates ID with you.

Your policy covers 80% of clinic visits and 70% of pharmaceutical costs. We recommend bringing at least 100 AED when visiting the clinic
Consumer: So can’t ihave other options ionly have one
Consumer: Your services are so poor and slow iwould not wish to renew my visa with you people any more
Agent: Here is a list of all covered clinics: https://maids.page.link/ytgz5ZuV98xFnv649.
Consumer: Can’t you give me a list that is clearly seen of the names of the clinics than this one
Agent: I can help you find a clinic close to your location if you'd like, just give me your street name.
Consumer: Igot asponser by my self so the only thing Ineed from you is the insurance directions but seems like you can’t help any more
Consumer: No Ineed a list please then iwill find away out by my self
Agent: I've already provided you with the map link, if you need help finding a nearby clinic please tell me your street address.
Consumer: The issue was about clinics names idint ask you for your maps thanks for your poor services
Agent: 
Agent: Here is a list of all covered clinics.
Consumer: At least now it’s better this is all Iwanted thanks
Agent: I hope I was able to assist you today. If you ever need help or feel unwell, please let me know right away. It’s important to speak up so we can guide you and make sure you have all the information and support you need. I’m always here to help! :blush:
Consumer: Yes you did thanks but next time improve alittle bit
Agent: You're welcome.","{
  ""Initial Emotional State"": ""Frustrated"",
  ""Final Emotional State"": ""Happy"",
  ""NPS_score"": 5
}",No,3,4.5,3,"[Insurance Inquiries, Clinic Recommendation]",Frustrated,Happy,5
